,checking_status,credit_history,credit_amount,savings,employment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,class,Gender
266,A14,A34,6304,A65,A75,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,0.0,0
267,A14,A32,1533,A61,A72,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,0.0,1
268,A11,A32,8978,A61,A75,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,1.0,0
269,A14,A32,999,A65,A75,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0.0,0
270,A14,A32,2662,A65,A74,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,0.0,0
271,A14,A34,1402,A63,A74,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,0.0,1
272,A12,A31,12169,A65,A71,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,0.0,0
273,A12,A32,3060,A61,A74,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,1.0,0
274,A11,A32,11998,A61,A72,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,1.0,0
275,A14,A32,2697,A61,A73,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,0.0,0
276,A14,A34,2404,A61,A73,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,0.0,1
277,A11,A32,1262,A65,A75,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,0.0,0
278,A14,A32,4611,A61,A72,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,1.0,1
279,A14,A32,1901,A62,A73,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,0.0,0
280,A14,A34,3368,A64,A75,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,0.0,0
281,A14,A32,1574,A61,A73,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,0.0,0
282,A13,A31,1445,A65,A74,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,0.0,0
283,A14,A34,1520,A65,A75,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,0.0,0
284,A12,A34,3878,A62,A72,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,0.0,0
285,A11,A32,10722,A61,A72,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,0.0,1
286,A11,A32,4788,A61,A74,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,0.0,0
287,A12,A33,7582,A62,A71,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,0.0,0
288,A12,A32,1092,A61,A73,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,0.0,1
289,A11,A33,1024,A61,A72,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,1.0,0
290,A14,A32,1076,A61,A73,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,0.0,0
291,A12,A32,9398,A61,A72,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,1.0,0
292,A11,A34,6419,A61,A75,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,0.0,1
293,A13,A34,4796,A61,A75,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,0.0,0
294,A14,A34,7629,A65,A75,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,0.0,0
295,A12,A32,9960,A61,A72,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,1.0,1
296,A14,A32,4675,A65,A72,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,0.0,1
297,A14,A32,1287,A65,A75,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,0.0,0
298,A14,A32,2515,A61,A73,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,0.0,0
299,A12,A34,2745,A64,A74,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,0.0,0
300,A14,A32,672,A61,A71,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,0.0,1
301,A12,A30,3804,A61,A73,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,1.0,1
302,A13,A34,1344,A65,A74,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,1.0,0
303,A11,A34,1038,A61,A74,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,0.0,0
304,A14,A34,10127,A63,A73,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,1.0,0
305,A14,A32,1543,A64,A73,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,0.0,0
306,A14,A32,4811,A65,A74,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,0.0,1
307,A11,A32,727,A62,A72,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,1.0,0
308,A12,A32,1237,A61,A73,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,1.0,1
309,A12,A32,276,A61,A73,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,0.0,0
310,A12,A32,5381,A65,A71,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,0.0,0
311,A14,A32,5511,A62,A73,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,0.0,0
312,A13,A32,3749,A61,A72,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,0.0,1
313,A12,A32,685,A61,A74,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,1.0,0
314,A13,A32,1494,A65,A72,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,0.0,0
315,A11,A31,2746,A61,A75,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,1.0,0
316,A11,A32,708,A61,A73,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,0.0,0
317,A12,A32,4351,A65,A73,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,0.0,1
318,A14,A34,701,A61,A73,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,0.0,0
319,A11,A33,3643,A61,A75,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,0.0,1
320,A12,A34,4249,A61,A71,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,1.0,0
321,A11,A32,1938,A61,A72,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,1.0,0
322,A11,A32,2910,A61,A74,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,0.0,0
323,A11,A32,2659,A64,A73,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,0.0,0
324,A14,A34,1028,A61,A73,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,0.0,1
325,A11,A34,3398,A61,A74,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,0.0,0
326,A14,A34,5801,A65,A75,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,0.0,0
327,A14,A32,1525,A64,A74,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,0.0,1
328,A13,A32,4473,A61,A75,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,0.0,0
329,A12,A32,1068,A61,A75,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,0.0,0
330,A11,A34,6615,A61,A71,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,0.0,0
331,A14,A34,1864,A62,A73,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,1.0,1
332,A12,A32,7408,A62,A72,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,1.0,1
333,A14,A34,11590,A62,A73,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,1.0,1
334,A11,A30,4110,A61,A75,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,1.0,0
335,A11,A34,3384,A61,A73,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,1.0,0
336,A12,A32,2101,A61,A72,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,0.0,1
337,A11,A32,1275,A65,A73,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,1.0,1
338,A11,A32,4169,A61,A73,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,0.0,0
339,A12,A32,1521,A61,A73,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,0.0,0
340,A12,A34,5743,A61,A72,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,0.0,1
341,A11,A32,3599,A61,A74,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,0.0,1
342,A12,A32,3213,A63,A72,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,0.0,0
343,A12,A32,4439,A61,A75,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,0.0,0
344,A13,A32,3949,A61,A72,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,0.0,0
345,A14,A34,1459,A61,A73,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,0.0,1
346,A12,A34,882,A61,A72,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,0.0,0
347,A12,A32,3758,A63,A71,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,0.0,1
348,A14,A33,1743,A62,A73,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,0.0,0
349,A12,A34,1136,A64,A75,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,1.0,0
350,A14,A32,1236,A61,A72,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,0.0,1
351,A12,A32,959,A61,A73,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,1.0,1
352,A14,A34,3229,A65,A71,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,0.0,0
353,A11,A30,6199,A61,A73,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,1.0,0
354,A14,A32,727,A63,A75,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,0.0,0
355,A12,A32,1246,A61,A72,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,1.0,0
356,A14,A34,2331,A65,A75,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,0.0,0
357,A14,A33,4463,A61,A73,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,1.0,0
358,A14,A32,776,A61,A73,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,0.0,0
359,A11,A32,2406,A61,A74,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1.0,1
360,A12,A32,1239,A65,A73,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,0.0,0
361,A13,A32,3399,A65,A75,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,0.0,0
362,A13,A33,2247,A61,A73,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,0.0,1
363,A14,A32,1766,A61,A73,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,0.0,0
364,A11,A32,2473,A61,A71,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,1.0,0
365,A14,A32,1542,A61,A74,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,0.0,0
366,A14,A34,3850,A61,A74,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,0.0,0
367,A11,A32,3650,A61,A72,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,0.0,1
368,A11,A32,3446,A61,A75,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,1.0,0
369,A12,A32,3001,A61,A74,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,0.0,1
370,A14,A32,3079,A65,A73,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,0.0,0
371,A14,A34,6070,A61,A75,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,0.0,0
372,A14,A34,2146,A61,A72,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,0.0,1
373,A14,A34,13756,A65,A75,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,0.0,0
374,A12,A31,14782,A62,A75,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,1.0,1
375,A11,A31,7685,A61,A74,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,1.0,1
376,A14,A33,2320,A61,A71,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,0.0,0
377,A14,A33,846,A65,A75,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,0.0,0
378,A12,A32,14318,A61,A75,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,1.0,0
379,A14,A34,362,A62,A73,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,0.0,1
380,A11,A32,2212,A65,A74,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,0.0,0
381,A12,A32,12976,A61,A71,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,1.0,1
382,A14,A32,1283,A65,A74,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,0.0,1
383,A13,A32,1330,A61,A72,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,0.0,0
384,A14,A33,4272,A62,A73,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,0.0,0
385,A14,A34,2238,A61,A73,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,0.0,1
386,A14,A32,1126,A65,A72,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,0.0,1
387,A12,A34,7374,A61,A71,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,0.0,0
388,A12,A34,2326,A63,A73,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,0.0,0
389,A14,A32,1449,A61,A74,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,0.0,1
390,A14,A32,1820,A61,A73,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,0.0,0
391,A12,A32,983,A64,A72,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,0.0,1
392,A11,A32,3249,A61,A74,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,0.0,0
393,A11,A34,1957,A61,A74,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,0.0,1
394,A14,A34,2406,A61,A71,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,0.0,0
395,A12,A33,11760,A62,A74,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,0.0,0
396,A11,A32,2578,A61,A71,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,0.0,1
397,A11,A34,2348,A61,A73,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,0.0,0
398,A12,A32,1223,A61,A75,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,1.0,0
399,A14,A34,1516,A64,A73,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,0.0,1
400,A14,A32,1473,A61,A72,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,0.0,0
401,A12,A34,1887,A65,A73,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,0.0,0
402,A14,A33,8648,A61,A72,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,1.0,0
403,A14,A33,802,A61,A73,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,0.0,0
404,A12,A33,2899,A65,A75,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,0.0,0
405,A12,A32,2039,A61,A72,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,1.0,0
406,A14,A34,2197,A65,A74,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,0.0,0
407,A11,A32,1053,A61,A72,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,0.0,0
408,A14,A32,3235,A63,A75,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,0.0,0
409,A13,A34,939,A63,A74,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,1.0,0
410,A12,A32,1967,A61,A75,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,0.0,1
411,A14,A34,7253,A61,A74,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,0.0,0
412,A14,A34,2292,A61,A71,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,1.0,0
413,A14,A32,1597,A63,A73,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,0.0,0
414,A11,A32,1381,A65,A73,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,1.0,1
415,A14,A34,5842,A61,A75,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,0.0,0
416,A11,A32,2579,A61,A72,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,1.0,0
417,A11,A33,8471,A65,A73,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,0.0,1
418,A14,A32,2782,A63,A74,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,0.0,1
419,A12,A32,1042,A65,A73,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,1.0,1
420,A14,A32,3186,A64,A74,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,0.0,1
421,A12,A32,2028,A65,A73,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,0.0,0
422,A12,A34,958,A61,A74,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,0.0,0
423,A14,A33,1591,A62,A74,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,0.0,0
424,A12,A32,2762,A65,A75,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,1.0,1
425,A12,A32,2779,A61,A73,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,0.0,0
426,A14,A34,2743,A61,A75,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,0.0,0
427,A14,A34,1149,A64,A73,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,0.0,0
428,A14,A32,1313,A61,A75,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,0.0,0
429,A11,A34,1190,A61,A71,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,1.0,1
430,A14,A32,3448,A61,A74,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,0.0,0
431,A12,A32,11328,A61,A73,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,1.0,0
432,A11,A34,1872,A61,A71,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,0.0,0
433,A14,A34,2058,A61,A73,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,0.0,0
434,A11,A32,2136,A61,A73,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,0.0,0
435,A12,A32,1484,A65,A73,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1.0,0
436,A14,A32,660,A63,A74,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,0.0,0
437,A14,A34,1287,A64,A75,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,0.0,1
438,A11,A34,3394,A61,A71,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,0.0,0
439,A13,A31,609,A61,A72,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,1.0,1
440,A14,A32,1884,A61,A75,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,0.0,0
441,A11,A32,1620,A61,A73,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,0.0,1
442,A12,A33,2629,A61,A73,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,0.0,0
443,A14,A32,719,A61,A75,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,1.0,0
444,A12,A34,5096,A61,A73,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,1.0,1
445,A14,A34,1244,A65,A75,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,0.0,1
446,A11,A32,1842,A61,A72,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1.0,1
447,A12,A32,2576,A61,A73,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,0.0,0
448,A13,A32,1424,A65,A75,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,0.0,1
449,A12,A33,1512,A64,A73,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,1.0,0
450,A14,A34,11054,A65,A73,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,0.0,0
451,A14,A32,518,A61,A73,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,0.0,1
452,A14,A30,2759,A61,A75,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,0.0,0
453,A14,A32,2670,A61,A75,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,0.0,0
454,A11,A32,4817,A61,A74,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,1.0,0
455,A14,A32,2679,A61,A72,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,0.0,1
456,A11,A34,3905,A61,A73,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,0.0,0
457,A11,A32,3386,A61,A75,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,1.0,0
458,A11,A32,343,A61,A72,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,0.0,1
459,A14,A32,4594,A61,A72,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,0.0,0
460,A11,A32,3620,A61,A73,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,0.0,0
461,A11,A32,1721,A61,A72,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,0.0,0
462,A12,A32,3017,A61,A72,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,0.0,1
463,A12,A32,754,A65,A75,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,0.0,0
464,A14,A32,1950,A61,A74,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,0.0,0
465,A11,A32,2924,A61,A73,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,0.0,0
466,A11,A33,1659,A61,A72,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,1.0,1
467,A14,A33,7238,A65,A75,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,0.0,0
468,A14,A33,2764,A61,A73,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,0.0,1
469,A14,A33,4679,A61,A74,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,0.0,0
470,A12,A32,3092,A62,A72,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,1.0,0
471,A11,A32,448,A61,A72,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,1.0,1
472,A11,A32,654,A61,A73,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,1.0,0
473,A14,A32,1238,A65,A71,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,0.0,0
474,A12,A34,1245,A61,A73,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1.0,0
475,A11,A30,3114,A61,A72,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,1.0,1
476,A14,A32,2569,A63,A73,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,0.0,0
477,A13,A32,5152,A61,A74,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,0.0,0
478,A12,A32,1037,A62,A74,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,0.0,0
479,A11,A34,1478,A61,A75,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,0.0,0
480,A12,A34,3573,A61,A73,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,0.0,1
481,A12,A32,1201,A61,A72,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,0.0,0
482,A11,A32,3622,A64,A75,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,0.0,1
483,A14,A33,960,A64,A74,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,0.0,1
484,A14,A34,1163,A63,A73,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,0.0,0
485,A12,A33,1209,A61,A71,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,1.0,0
486,A14,A32,3077,A61,A73,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,0.0,0
487,A14,A32,3757,A61,A75,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,0.0,1
488,A14,A32,1418,A62,A73,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,0.0,0
489,A14,A32,3518,A61,A73,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,0.0,0
490,A14,A34,1934,A61,A75,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,0.0,0
491,A12,A30,8318,A61,A75,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,1.0,1
492,A14,A34,1237,A62,A73,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,0.0,1
493,A12,A32,368,A65,A75,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,0.0,0
494,A11,A34,2122,A61,A73,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,0.0,0
495,A11,A32,2996,A65,A73,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1.0,0
496,A12,A32,9034,A62,A72,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,1.0,0
497,A14,A34,1585,A61,A74,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,0.0,0
498,A12,A32,1301,A61,A75,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,0.0,0
499,A13,A34,1323,A62,A75,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,0.0,0
500,A11,A32,3123,A61,A72,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,1.0,1
501,A11,A32,5493,A61,A75,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,0.0,0
502,A13,A32,1126,A62,A75,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,0.0,0
503,A12,A34,1216,A62,A72,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,1.0,0
504,A11,A32,1207,A61,A72,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1.0,1
505,A14,A32,1309,A65,A73,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,1.0,0
506,A13,A34,2360,A63,A73,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,0.0,0
507,A12,A31,6850,A62,A71,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,1.0,0
508,A14,A32,1413,A61,A73,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,0.0,0
509,A14,A32,8588,A62,A75,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,0.0,0
510,A11,A32,759,A61,A74,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1.0,0
511,A14,A32,4686,A61,A73,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0.0,0
512,A13,A32,2687,A61,A74,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,0.0,0
513,A12,A33,585,A61,A73,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,0.0,0
514,A14,A32,2255,A65,A72,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,0.0,0
515,A11,A34,609,A61,A74,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,0.0,1
516,A11,A34,1361,A61,A72,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,0.0,0
517,A14,A34,7127,A61,A72,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,1.0,1
518,A11,A32,1203,A62,A75,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,0.0,0
519,A14,A34,700,A65,A75,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,0.0,0
520,A14,A34,5507,A61,A75,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,0.0,0
521,A11,A32,3190,A61,A73,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1.0,1
522,A11,A30,7119,A61,A73,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,1.0,0
523,A14,A32,3488,A62,A74,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,0.0,1
524,A12,A32,1113,A61,A73,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,0.0,1
525,A12,A32,7966,A61,A72,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,0.0,0
526,A14,A34,1532,A62,A73,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,0.0,1
527,A14,A34,1503,A61,A74,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,0.0,0
528,A11,A32,2302,A61,A73,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,1.0,0
529,A11,A32,662,A61,A72,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,0.0,0
530,A12,A32,2273,A61,A74,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,0.0,0
531,A12,A32,2631,A62,A73,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,1.0,1
532,A14,A33,1503,A61,A73,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,0.0,0
533,A14,A32,1311,A62,A74,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,0.0,0
